Species,Common_name
Poecilopholis cameronensis,Cameroon Racer
Pogona barbata,"E: Eastern Bearded Dragon, Bearded Dragon, Jew Lizard
G: Bartagame
S: Dragón barbudo del Este"
Pogona henrylawsoni,"E: Black-soil Bearded Dragon, Dumpy Dragon, Dwarf Bearded Dragon
G: Zwerg Bartagame, Lawsons Bartagame
S: Dragón barbudo de Rankin"
Pogona microlepidota,"E: Kimberley Bearded Dragon
G: Kleinschuppige Bartagame"
Pogona minor,"E: Western Bearded Dragon, Dwarf Bearded Dragon
S: Dragón barbudo del Oeste
G: Westliche Bartagame, Zwergbartagame
E: Western Bearded Dragon [minima]
G: Westliche Bartagame, Kleine Bartagame [minima]"
Pogona mitchelli,"E: North-west Bearded Dragon
G: Mitchells Bartagame"
Pogona nullarbor,"E: Nullabor Bearded Dragon
G: Nullarbor-Bartagame"
Pogona vitticeps,"E: Central Bearded Dragon
G: Bartagame, Streifenköpfige Bartagame
S: Dragón barbudo central"
Polemon acanthias,Reinhardt's Snake-eater
Polemon barthii,Guinea Snake-eater
Polemon bocourti,Bocourt's Snake-eater
Polemon christyi,Eastern Snake-eater
Polemon collaris,Collared Snake-eater
Polemon fulvicollis,African Snake-eater
Polemon gabonensis,Gaboon Snake-eater
Polemon gracilis,Graceful Snake-eater
Polemon griseiceps,Cameroon Snake-eater
Polemon neuwiedi,"Ivory Coast Snake-eater, Neuwied’s Polemon"
Polemon notatus,
Polemon robustus,Zaire Snake-eater
Polychrus acutirostris,"E: Brazilian Bush Anole
G: Spitzkopf-Buntleguan"
Polychrus auduboni,
Polychrus femoralis,"E: Werner's Bush Anole
G: Ecuador-Buntleguan"
Polychrus gutturosus,"E: Berthold's Bush Anole
G: Gefleckter Buntleguan"
Polychrus jacquelinae,"E: Jacqueline’s Bush Anole
G: Jacquelines Buntleguan"
Polychrus liogaster,"E: Boulenger's Bush Anole
G: Glattbäuchiger Buntleguan"
Polychrus marmoratus,"E: Many-colored Bush Anole, Common Monkey Lizard
G: Marmorierter Buntleguan"
Polychrus peruvianus,"E: Peruvian Bush Anole
G: Peruanischer Buntleguan"
Poromera fordii,West African Striped Lizard
Porthidium arcosae,Manabi Hognose Pitviper
Porthidium dunni,Dunn's Hognose Viper
Porthidium hespere,Western Hognose Viper
Porthidium lansbergii,
Porthidium nasutum,"E: Hognosed Pit Viper
G: Nasenlanzenotter, Regenwald-Stülpnasenotter
S: Víbora de hoja nasal"
Porthidium ophryomegas,"E: Slender Hognose Viper
G: Westliche Stülpnasenotter"
Porthidium porrasi,G: Weißschwanz-Stülpnasenotter
Porthidium volcanicum,G: Costa-Rica-Stülpnasenotter
Porthidium yucatanicum,Yucatán Hognose Viper
Potamites apodemus,Uzzell's Neusticurus
Potamites ecpleopus,Common Stream Lizard
Potamites erythrocularis,
Potamites juruazensis,
Potamites montanicola,
Potamites ocellatus,
Potamites strangulatus,Big-scaled Neusticurus
Prasinohaema flavipes,Common Green Tree Skink
Prasinohaema parkeri,Parker's Green Tree Skink
Prasinohaema prehensicauda,Prehensile Green Tree Skink
Prasinohaema semoni,Semon's Green Tree Skink
Prasinohaema virens,Green Tree Skink
Pristidactylus achalensis,"E: Argentine Anole
G: Grüner Achala-Grosskopfleguan"
Pristidactylus alvaroi,G: Alvaros Grosskopfleguan
Pristidactylus araucanus,G: Araukarien-Grosskopfleguan
Pristidactylus casuhatiensis,"E: Casuhatien Anole
G: Kupfer-Grosskopfleguan"
Pristidactylus fasciatus,"E: D'Orbigny's Banded Anole
G: Gebänderter Grosskopfleguan"
Pristidactylus nigroiugulus,G: Halsband-Grosskopfleguan
Pristidactylus scapulatus,"E: Burmeister's Anole
G: Burmeisters Grosskopfleguan"
Pristidactylus torquatus,G: Chile-Grosskopfleguan
Pristidactylus valeriae,G: Valeria-Grosskopfleguan
Pristidactylus volcanensis,G: El-Volcán-Grosskopfleguan
Pristurus abdelkuri,Abdel Kuri Rock Gecko
Pristurus adrarensis,
Pristurus carteri,Carter's Rock Gecko
Pristurus celerrimus,"Oman Rock Gecko, Bar-tailed Semaphore Gecko"
Pristurus collaris,Collared Rock Gecko
Pristurus crucifer,"Cross-marked Semaphore Gecko, Valenciennes Rock Gecko"
Pristurus flavipunctatus,"Rüppell’s Semaphore Gecko, Middle Eastern Rock Gecko"
Pristurus gallagheri,Gallagher’s Rock Gecko
Pristurus guichardi,Guichard's Rock Gecko
Pristurus insignis,Blanford's Rock Gecko
Pristurus insignoides,Haggier Massif Rock Gecko
Pristurus longipes,Peters’ Rock Gecko
Pristurus mazbah,
Pristurus minimus,"Arnold's Rock Gecko, Least Semaphore Gecko"
Pristurus obsti,Mangrove semaphore gecko
Pristurus ornithocephalus,Birdhead Rock Gecko
Pristurus phillipsii,Somai Rock Gecko
Pristurus popovi,Saudi Rock Gecko
Pristurus rupestris,"Blanford’s Semaphore Gecko, Persia Rock Gecko"
Pristurus saada,Yemen Rock Gecko
Pristurus samhaensis,
Pristurus schneideri,
Pristurus simonettai,Coastal Rock Gecko
Pristurus sokotranus,Socotra Rock Gecko
Pristurus somalicus,Somali Semaphore Gecko
Proablepharus barrylyoni,
Proablepharus kinghorni,Red-tailed Soil-crevice Skink
Proablepharus naranjicaudus,
Proablepharus reginae,Western Soil-crevice Skink
Proablepharus tenuis,Northern Soil-crevice Skink
Proatheris superciliaris,"Lowland Swamp Viper, Domino-bellied viper, Lowland viper"
Procellosaurinus erythrocercus,Rodrigues' Red Teiid
Procellosaurinus tetradactylus,Rodrigues' Four-fingered Teiid
Proctoporus bolivianus,Bolivian Lightbulb Lizard
Proctoporus carabaya,
Proctoporus cephalolineatus,
Proctoporus chasqui,
Proctoporus guentheri,Günther's Lightbulb Lizard
Proctoporus iridescens,
Proctoporus kiziriani,
Proctoporus lacertus,
Proctoporus laudahnae,
Proctoporus machupicchu,"English: Machu Picchu Andean Lizard
Spanish: Lagartija Andina de Machu Picchu"
Proctoporus oreades,
Proctoporus pachyurus,Tschudi's Lightbulb Lizard
Proctoporus rahmi,Rahm's Sun Tegus
Proctoporus spinalis,Boulenger's Sun Tegus
Proctoporus sucullucu,
Proctoporus unsaacae,
Proctoporus xestus,River Teiid
Proscelotes aenea,Montane Skink
Proscelotes arnoldi,Arnold's Montane Skink
Proscelotes eggeli,Usambara Five-toed Skink
Prosymna ambigua,"ambigua: East African Shovelsnout Snake
bocagii: Noertheast Congo Shovel-snout"
Prosymna angolensis,Angola Shovel-snout
Prosymna bivittata,"Two-striped Shovel-snout, Twin-striped Shovel-snout"
Prosymna frontalis,South-western African Shovel-snout
Prosymna greigerti,
Prosymna janii,"Mozambique Shovel-snout, Keel-scaled Shovel-snout"
Prosymna lineata,"E: Lined Shovel-snout, Mozambique Shovel-snout"
Prosymna meleagris,"Ghana Shovel-snout, Speckled Shovel-snout Snake"
Prosymna ornatissima,Ornate Shovelsnout Snake
Prosymna pitmani,"Pitman's Shovelsnout Snake, Multi-scaled Shovel-snout"
Prosymna ruspolii,"Ruspoli's Shovelsnout Snake, Southern Somaliland Shovel-snout"
Prosymna semifasciata,Banded shovel-snout
Prosymna somalica,"Ogaden Racer, Northern Somali Shovelsnout Snake"
Prosymna stuhlmanni,East African Shovel-Snout
Prosymna sundevalli,"E: lineata: Lineolate Shovel-snout
sundevalli: Sundevall's  Shovel-snout, South African Shovel-snout
G: Sundevall-Schaufelnasennatter"
Prosymna visseri,Visser’s Shovel-snout
Protobothrops cornutus,(Fi-Si-Pan) Horned Pit Viper
Protobothrops dabieshanensis,E: Dabie Mountains Pit Viper
Protobothrops elegans,Elegant pitviper
Protobothrops flavoviridis,Habu
Protobothrops himalayanus,
Protobothrops jerdonii,"Jerdon’s pitviper (bourreti: Bourret’s pitviper, xanthomelas: Red spotted pitviper)"
Protobothrops kaulbacki,"E: Kaulback’s lance-headed pitviper
G: Kaulbacks Grubenotter"
Protobothrops mangshanensis,"Mangshan pitviper, Mt. Mang Pitviper, Mang Mountain Pitviper"
Protobothrops maolanensis,Mao-lan pitviper
Protobothrops mucrosquamatus,Brown spotted pitviper
Protobothrops sieversorum,Three horned-scaled pitviper
Protobothrops tokarensis,Tokara Habu
Protobothrops trungkhanhensis,"English: Trungkhanh Pitviper
Vietnamese: Ran luc trung khanh."
Protobothrops xiangchengensis,"Szechwan Pit Viper, Kham plateau pitviper"
Psammobates geometricus,"E: Geometric Tortoise
G: Geometrische Landschildkröte"
Psammobates oculiferus,"Serrated Tent Tortoise, Kalahari Tent Tortoise, Serrated Tortoise"
Psammobates tentorius,Tent Tortoise
Psammodromus algirus,"E: Algerian Psammodromus
G: Algerischer Sandläufer
D: Algerijnse Zandloper"
Psammodromus blanci,Blank's Psammodromus
Psammodromus edwarsianus,"E: East Iberian Psammodromus
G: Ostiberischer Sandläufer"
Psammodromus hispanicus,"E: Spanish Psammodromus
G: Spanischer Sandläufer, Iberischer Sandläufer
D: Spaanse Zandloper"
Psammodromus microdactylus,"E: Small-fingered Psammodromus
G: Grüner Sandläufer, Marokkanischer Sandläufer"
Psammodromus occidentalis,
Psammodynastes pictus,"E: Painted Mock Viper, Spotted Mock Viper
G: Gefleckte Scheinviper"
Psammodynastes pulverulentus,"E: Common Mock Viper
G: Gewöhnliche Scheinviper, Gewöhnliche Falschviper"
Psammophilus blanfordanus,"Blanfords Rock Agama, Peninsular Dwarf Rock Agama"
Psammophilus dorsalis,"South Indian Rock Agama, Peninsular Rock Agama"
Psammophis aegyptius,
Psammophis angolensis,Dwarf Sand Snake
Psammophis ansorgii,Link-marked Sand Racer
Psammophis biseriatus,"Link-marked Sand Snake, Two-striped Sand Racer"
Psammophis brevirostris,Short-snouted Grass Snake
Psammophis condanarus,"E: Sand Snake
G: Sandrennnatter"
Psammophis crucifer,"E: Cross-marked Grass Snake, Montane Grass Snake
G: Quergebänderte Sandrenn-Natter"
Psammophis elegans,Elegant Sand Racer
Psammophis indochinensis,
Psammophis jallae,Jalla's Sand Snake
Psammophis leightoni,Cape Sand Snake
Psammophis leithii,"Pakistani Ribbon snake, Pakistan Sand Racer"
Psammophis leopardinus,"Leopard Grass Snake, Leopard Sand Snake"
Psammophis lineatus,"E: Lined Olympic Snake, Striped Swamp Snake
G: Gestreifte Sumpfschlange"
Psammophis lineolatus,Steppe Ribbon Racer
Psammophis longifrons,"Long Sand Racer, Stocky Sand Snake"
Psammophis mossambicus,"Olive Grass Snake, Olive Whip Snake"
Psammophis namibensis,Namib Sand Snake
Psammophis notostictus,Karoo Sand Snake Or Whip Snake
Psammophis occidentalis,
Psammophis orientalis,Eastern Stripe-bellied Sand Snake
Psammophis phillipsii,"Olive Grass Racer, Phillips’ Sand Snake"
Psammophis praeornatus,Ornate Olympic Snake
Psammophis pulcher,"Boulenger's Sand Racer, Beautiful Sand snake"
Psammophis punctulatus,"E: Speckled Sand Racer, Sand snake"
Psammophis rukwae,Rukwa Sand Racer
Psammophis schokari,"E: Schokari Sand Racer, Forskal Sand Snake
G: Sandrennatter"
Psammophis sibilans,"E: Striped Sand Snake, Hissing Sand Snake
G: Gestreifte Sandrennatter"
Psammophis subtaeniatus,"Western Yellow-bellied Sand Snake, Stripe-bellied Sand Snake
G: Gelbbauch-Sandrennnatter"
Psammophis sudanensis,
Psammophis tanganicus,"Tanganyika Sand Snake, Western Link-marked Sand Racer"
Psammophis trigrammus,Western Sand Snake
Psammophis trinasalis,Fork-marked Sand Snake
Psammophis zambiensis,Zambian Whip Snake
Psammophylax acutus,"Striped Beaked Snake, Beaked skaapstekker"
Psammophylax multisquamis,
Psammophylax rhombeatus,"E: Spotted Grass Snake, Spotted Skaapsteker, Rhombic Skaapsteker
G: Gefleckter Shaapsteker, Rhomben-Skaapsteker"
Psammophylax togoensis,
Psammophylax tritaeniatus,"E: Three-lined Grass Snake, Striped Skaapsteker
G: Gestreifter Shaapsteker"
Psammophylax variabilis,"Grey-bellied Grass Snake, Grey-bellied skaapstekker"
Pseudalsophis biserialis,Galapagos Racer
Pseudalsophis dorsalis,
Pseudalsophis elegans,
Pseudalsophis hoodensis,
Pseudalsophis occidentalis,
Pseudalsophis slevini,Banded Galapagos Snake
Pseudalsophis steindachneri,Striped Galapagos Snake
Pseudaspis cana,"E: Mole Snake
G: Maulwurfsnatter"
Pseudechis australis,"E: King brown or mulga snake
G: Mulgaschlange"
Pseudechis butleri,"Spotted Mulga Snake, Butler's Snake"
Pseudechis colletti,"E: Collett's Snake
G: Collet-Schwarzotter"
Pseudechis guttatus,"E: Spotted Black Snake, Blue-bellied Black Snake
G: Gefleckte Schwarzotter"
Pseudechis pailsei,False King Brown Snake
Pseudechis papuanus,Papuan blacksnake
Pseudechis porphyriacus,"E: Red-bellied Black Snake, Australian black snake
G: Rotbäuchige Schwarzotter"
Pseudechis rossignolii,
Pseudechis weigeli,
Pseudelaphe flavirufa,Yellow-red Rat Snake
Pseudelaphe phaescens,Yucatan Rat Snake
Pseudemoia baudini,
Pseudemoia cryodroma,Alpine Bog Skink
Pseudemoia entrecasteauxii,"Tussock Cool-skink, Tussock Skink, Entrecasteaux's Skink"
Pseudemoia pagenstecheri,"Southern Grass Tussock Skink, Southern Tussock Grass Skink"
Pseudemoia rawlinsoni,Rawlinson's Window-eyed Skink
Pseudemoia spenceri,Trunk-climbing Cool-skink
Pseudemydura umbrina,"E: Western Swamp Turtle
G: Falsche Spitzkopfschildkröte"
Pseudemys alabamensis,Alabama Redbelly Turtle
Pseudemys concinna,"E: Eastern River Cooter
G: Fluss-Schmuckschildkröte, Hieroglyphen-Schmuckschildkröte
E: Florida Cooter [floridana]
G: Florida-Schmuckschildkröte [floridana]
E: Suwannee River Cooter [suwanniensis]
G: Suwannee-Schmuckschildkröte [suwanniensis]"
Pseudemys gorzugi,Western River Cooter
Pseudemys nelsoni,"Florida Redbelly Turtle
G: Florida-Rotbauch-Schmuckschildkröte"
Pseudemys peninsularis,"E: Peninsula Cooter
G: Peninsula-Schmuckschildkröte"
Pseudemys rubriventris,"Northern Red-bellied Turtle, Eastern Redbelly Turtle"
Pseudemys texana,"E: Texas River Cooter
G: Texas-Schmuckschildkröte"
Pseuderemias brenneri,"E: Brenner's Racerunner, Brenner’s Sand Racer
G: Brenners Falscher Wüstenrenner"
Pseuderemias erythrosticta,Boulenger's Racerunner
Pseuderemias mucronata,"Blanford’s Sand Racer, Sinai Racerunner"
Pseuderemias savagei,
Pseuderemias septemstriata,
Pseuderemias smithii,"E: Smith's Racerunner, Smith’s Sand Racer
G: Falscher Wüstenrenner"
Pseuderemias striatus,"Peters’ sand lizard, Peters’ Sand Racer"
Pseudoacontias angelorum,
Pseudoacontias madagascariensis,Giant Madagascar Skink
Pseudoacontias menamainty,
Pseudoacontias unicolor,
Pseudoboa coronata,Crowned False Boa
Pseudoboa haasi,Paraná False Boa
Pseudoboa martinsi,
Pseudoboa neuwiedii,Neuwied's False Boa
Pseudoboa nigra,Black False Boa
Pseudoboa serrana,
Pseudoboodon boehmei,Böhme’s Ethiopian Snake
Pseudoboodon gascae,Gasca’s Ethiopian Snake
Pseudoboodon lemniscatus,"Striped Ethiopian Snake, Banded Snake"
Pseudoboodon sandfordorum,Sandford’s Ethiopian (mountain) snake
Pseudocalotes andamanensis,Green Crestless Forest Lizard
Pseudocalotes austeniana,Abor Hills agama
Pseudocalotes baliomus,E: Spot-Shouldered False Garden Lizard
Pseudocalotes brevipes,Vietnam False Bloodsucker
Pseudocalotes cybelidermus,Purple-throated False Garden Lizard
Pseudocalotes dringi,Dring’s False Garden Lizard
Pseudocalotes drogon,E: Drogon’s False Garden Lizard
Pseudocalotes flavigula,"E: Malaya False Bloodsucker, Yellow-throated Forest Agamid, Yellow-throated False Garden Lizard
G: Gelbkehl-Spitzkopfagame"
Pseudocalotes floweri ,"E: Thai False Bloodsucker, Flower’s Forest Agamid
G: Flowers Spitzkopfagame"
Pseudocalotes guttalineatus,Dash-lined False Garden Lizard
Pseudocalotes kakhienensis,"E: Kakhyen Hills Spiny Lizard, Burmese Mountain Agamid
G: Birmesische Bergagame"
Pseudocalotes khaonanensis,
Pseudocalotes kingdonwardi,"Kingdonward's Bloodsucker
kaulbacki: Smith's Japalure"
Pseudocalotes larutensis,Bukit Larut False Garden Lizard
Pseudocalotes microlepis,"E: Burmese False Bloodsucker, Small-scaled Forest Agamid
G: Braune Spitzopfagame"
Pseudocalotes poilani,Laotian False Bloodsucker
Pseudocalotes rhaegal,E: Rhaegal’s False Garden Lizard
Pseudocalotes rhammanotus,Stitched-back False Garden Lizard
Pseudocalotes saravacensis,
Pseudocalotes tympanistriga,Indonesian False Bloodsucker
Pseudocalotes viserion,E: Viserion’s False Garden Lizard
Pseudocalotes ziegleri,"E: Ziegler’s Tree Lizard
Vietnamese: Nhong zig-lo"
Pseudoceramodactylus khobarensis,Gulf Short-fingered Gecko
Pseudocerastes fieldi,Field's Horned Viper
Pseudocerastes persicus,"E: Perisan Horned Viper
G: Persische Trughornviper"
Pseudocerastes urarachnoides,Iranian spider viper
Pseudocophotis kontumensis,
Pseudocophotis sumatrana,
Pseudocordylus langi,Lang’s Crag Lizard
Pseudocordylus melanotus,"Common Crag Lizard, Highveld Crag Lizard"
Pseudocordylus microlepidotus,"microlepidotus: (Western) Cape Crag Lizard
fasciatus: Karoo Crag Lizard, Eastern Cape Crag Lizard
namaquensis: Nuweveldberg Crag Lizard"
Pseudocordylus spinosus,Spiny Crag Lizard
Pseudocordylus subviridis,"E: Drakensberg Crag Lizard
G: Drakensberg-Gürtelschweif"
Pseudocordylus transvaalensis,Northern Crag Lizard
Pseudoeryx plicatilis,South American Pond Snake
Pseudoeryx relictualis,South American Pond Snake
Pseudoferania polylepis,"Macleays Mud Snake, Smooth watersnake"
Pseudoficimia frontalis,False Ficimia
Pseudogekko atiorum,Central Visayan False Gecko
Pseudogekko brevipes,Luzon False Gecko
Pseudogekko chavacano,Zamboanga False Gecko
Pseudogekko compresicorpus,Philippine False Gecko
Pseudogekko ditoy,Leyte Diminutive False Gecko
Pseudogekko isapa,E: Romblon Province False Gecko
Pseudogekko pungkaypinit,Southern Philippine False Gecko
Pseudogekko smaragdinus,"E: Polillo False Gecko
G: Philippinischer Smaragdgecko"
Pseudogekko sumiklab,E: Bicol False Gecko
Pseudogonatodes barbouri,Barbour's Clawed Gecko
Pseudogonatodes furvus,Colombian Clawed Gecko
Pseudogonatodes gasconi,
Pseudogonatodes guianensis,Amazon Pigmy Gecko
Pseudogonatodes lunulatus,Venezuela Clawed Gecko
Pseudogonatodes manessi,
Pseudogonatodes peruvianus,Peru Clawed Gecko
Pseudohaje goldii,"African Tree Cobra, Golds Forest Cobra, Goldie’s False Cobra or Tree Cobra"
Pseudohaje nigra,"Black Tree Cobra, Hoodless Cobra"
Pseudoleptodeira latifasciata,False Cat-eyed Snake
Pseudonaja affinis,Dugite
Pseudonaja aspidorhyncha,
Pseudonaja guttata,"Speckled Brown Snake, Spotted Brown Snake"
Pseudonaja inframacula,Peninsula Brown Snake
Pseudonaja ingrami,Ingram's Brown Snake
Pseudonaja mengdeni,"Gwardar, Western brownsnake"
Pseudonaja modesta,Ringed Brown Snake
Pseudonaja nuchalis,"Northern Brown Snake, Gwardar"
Pseudonaja textilis,"E: Eastern brown snake
G: Gewöhnliche Braunschlange"
Pseudoplectrurus canaricus,Karnataka Burrowing Snake
Pseudopus apodus,"E: European Glass Lizard
G: Scheltopusik, Panzerschleiche"
Pseudorabdion albonuchalis,
Pseudorabdion ater,
Pseudorabdion collaris,Common Collared Snake
Pseudorabdion eiselti,
Pseudorabdion longiceps,"E: Dwarf Reed Snake, Cantor's Dwarf Reed Snake
G: Binden-Riednatter"
Pseudorabdion mcnamarae,McNamara's Burrowing Snake
Pseudorabdion modiglianii,Modigliani’s dwarf reed snake
Pseudorabdion montanum,Mountain Burrowing Snake
Pseudorabdion oxycephalum,Günther's Dwarf Reed Snake
Pseudorabdion sarasinorum,E: Sarasin’s Reed Snake
Pseudorabdion saravacense,
Pseudorabdion sirambense,
Pseudorabdion talonuran,Panay Island Reed Snake
Pseudorabdion taylori,Taylor's Burrowing Snake
Pseudorabdion torquatum,
Pseudothecadactylus australis,Cape York Pad-tail Gecko
Pseudothecadactylus cavaticus,
Pseudothecadactylus lindneri,Giant Cave Gecko
Pseudotomodon trigonatus,False Tomodon Snake
Pseudotrapelus aqabensis,
Pseudotrapelus chlodnickii,
Pseudotrapelus dhofarensis,
Pseudotrapelus jensvindumi,
Pseudotrapelus neumanni,E: Neumann’s Agama
Pseudotrapelus sinaitus,"E: Sinai Agama
G: Sinai-Agame"
Pseudoxenodon bambusicola,Bamboo Snake
Pseudoxenodon baramensis,Baramen Bamboo Snake
Pseudoxenodon inornatus,"Dull Bamboo Snake, Javanese False Cobra"
Pseudoxenodon karlschmidti,Chinese Bamboo Snake
Pseudoxenodon macrops,"E: (Large-eyed or) Big-eyed Bamboo Snake, Mock Cobra
G: Grossaugen-Wassernatter"
Pseudoxenodon stejnegeri,Stejneger's Bamboo Snake
Pseudoxyrhopus ambreensis,Ambre Brook Snake
